req_no	thread_id	answer_title	answer_author	work_id	work_title	work_author	readinglog_count	first_publish_year
505	22270607	Girl with a Camera: Margaret Bourke-White, Photographer: A Novel	Carolyn Meyer aka Girl with a Camera	https://openlibrary.org/works/OL27467842W	Girl with a Camera : Margaret Bourke-White, Photographer	Carolyn Meyer	1	2017.0
506	22275359	Red Genesis 		https://openlibrary.org/works/OL17732W	Bible	Bible	1999	1200.0
507	22277265	The Flamboya tree	Clara Olink Kelly	https://openlibrary.org/works/OL6213240W	The Flamboya Tree	Clara Olink Kelly	0	2002.0
508	22289437	For Those I Loved	Martin Gray	https://openlibrary.org/works/OL4023818W	For Those I Loved	Martin Gray	5	1974.0
509	22296972	We Belong Together	Erika Kelly	https://openlibrary.org/works/OL19678361W	We belong together		0	1967.0
510	22297099	Elli: Coming of Age in the Holocaust	Livia E. Bitton Jackson	https://openlibrary.org/works/OL25774013W	Elli	Livia E. Bitton Jackson	0	1980.0
511	22306701	Me!	Philip Waechter				0	
512	22320492	Back in Time		https://openlibrary.org/works/OL43024W	As a man thinketh	James Allen	1116	1902.0
513	22332356	The Legend of Nance Dude	Maurice Stanley	https://openlibrary.org/works/OL4456438W	The legend of Nance Dude	Maurice Stanley	0	1991.0
514	22335622	Let's Pretend This Never Happened: A Mostly True Memoir	Jenny Lawson	https://openlibrary.org/works/OL17779408W	Let's Pretend This Never Happened	Jenny Lawson	17	2013.0
515	22343679	The Arcades Project	Walter Benjamin	https://openlibrary.org/works/OL156207W	Passagen-Werk	Walter Benjamin; Jean Lacoste	16	1989.0
516	22345958	The Last Run: A True Story of Rescue and Redemption on the Alaska Seas	Todd Lewan	https://openlibrary.org/works/OL5734697W	The Last Run	Todd Lewan	1	2004.0
517	22365336	The Solitude of Prime Numbers 		https://openlibrary.org/works/OL29364364W	Solitude of Prime Numbers	Paolo Giordano	4	2009.0
518	22368023	Celeste		https://openlibrary.org/works/OL107195W	The Pilgrim's Progress	John Bunyan	370	1678.0
519	22394753	Tabby Kitten		https://openlibrary.org/works/OL37898359W	Tabby Kitten		0	
520	22413156	What Could Go Wrong?	Willo Davis Roberts	https://openlibrary.org/works/OL13321W	What could go wrong?	Willo Davis Roberts	3	1989.0
521	22416818	Broken		https://openlibrary.org/works/OL17761452W	Little men	Louisa May Alcott; Reed	189	1885.0
523	22430955	A Soldier's Reunion		https://openlibrary.org/works/OL15152438W	A soldier's reunion	Cheryl Wyatt	6	2009.0
524	22452553	The Devil and the Deep Blue Sea		https://openlibrary.org/works/OL16807248W	Between the devil and the deep blue sea	April Genevieve Tucholke	20	2001.0
525	22458630	Let Us Now Praise Famous Men	James Agee (Author), Walker Evans (Photographer)	https://openlibrary.org/works/OL116335W	Let us now praise famous men	James Agee; Walker Evans	38	1941.0
526	22460185	Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx		https://openlibrary.org/works/OL15844775W	Random family	Adrian Nicole LeBlanc	72	2003.0
528	22467676	Uncultured		https://openlibrary.org/works/OL27172489W	Uncultured	Daniella Mestyanek Young	22	2022.0
529	22468294	Counter to My Intelligence	Lani Lynn Vale	https://openlibrary.org/works/OL24659485W	Counter To My Intelligence	Lani Lynn Vale	1	2015.0
530	22469941	Holy Blood, Holy Grail	Michael Baigent, Richard Leigh, Henry Lincoln	https://openlibrary.org/works/OL3156451W	The Holy Blood and the Holy Grail	Michael Baigent; Richard Leigh; Henry Lincoln	54	1981.0
531	22477442	Indiscretion		https://openlibrary.org/works/OL471943W	After the Funeral	Agatha Christie	411	1953.0
532	22480492	The Bride to Bride		https://openlibrary.org/works/OL8674283W	The Bride to Bride Book	Pamela A. Piljac	0	1983.0
533	22491749	Being a Human: Adventures in Forty Thousand Years of Consciousness	Charles Foster	https://openlibrary.org/works/OL24756740W	Being a Human	Charles Foster	4	2021.0
534	22497822	Elsewhere, U.S.A	Dalton Conley aka Elsewhere, U.S.A.: How We Got from the Company Man, Family Dinners, and the Affluent Society to the Home Office, BlackBerry Moms, and Economic Anxiety	https://openlibrary.org/works/OL1998357W	Elsewhere U.S.A	Dalton Conley	1	2009.0
535	22498151	City		https://openlibrary.org/works/OL8193465W	A Tale of Two Cities	Charles Dickens	1396	1800.0
536	22506961	Truth Heals: What You Hide Can Hurt You	Deborah King	https://openlibrary.org/works/OL21416481W	Truth Heals	Deborah King	0	2008.0
537	22511611	The Purrfect Plan		https://openlibrary.org/works/OL21877215W	Katie the Catsitter	Stephanie Yue; Colleen AF Venable	24	2021.0
538	22517883	Ghost Boy: The Miraculous Escape of a Misdiagnosed Boy Trapped Inside His Own Body	Martin Pistorius	https://openlibrary.org/works/OL19997294W	Ghost boy	Martin Pistorius	17	2013.0
539	22518275	Simon & Schuster's Guide to Dogs	Elizabeth Meriwether Schuler (Editor)				0	
540	22522631	Hello Goodbye Hello: A Circle of 101 Remarkable Meetings	Craig Brown	https://openlibrary.org/works/OL25849554W	Hello Goodbye Hello	Craig Brown	0	2013.0
541	22523389	Surrender	Sonya Hartnett				0	
542	22537702	Elsker		https://openlibrary.org/works/OL81180W	Lady Chatterley's Lover	D. H. Lawrence	290	1900.0
543	22539588	The Great Typo Hunt: Two Friends Changing the World, One Correction at a Time	Jeff Deck and Benjamin D. Herson	https://openlibrary.org/works/OL18684604W	The great typo hunt	Jeff Deck	0	2010.0
544	22551047	The Dangerous Kind		https://openlibrary.org/works/OL20396630W	The Dangerous Kind	Graeme Sellers	0	2012.0
545	22560281	The Best a Man Can Get		https://openlibrary.org/works/OL16060297W	The best a man can get	John O'Farrell	1	2001.0
546	22561357	An Island Apart	Lillian Beckwith	https://openlibrary.org/works/OL10591084W	An island apart	Lillian Beckwith	3	1992.0
547	22562766	Our Hearts Were Young and Gay	Cornelia Otis Skinner and Emily Kimbroughby  aka Our Hearts Were Young and Gay: An Unforgettable Comic Chronicle of Innocents Abroad in the 1920s	https://openlibrary.org/works/OL11293710W	Our hearts were young and gay	Cornelia Otis Skinner	0	1942.0
548	22564594	Life in Year One: What the World Was Like in First-Century Palestine	Scott Korb	https://openlibrary.org/works/OL15679636W	Life in Year One	Scott Korb	0	2011.0
549	22567331	Macht und Recht. Große Prozesse in der Geschichte		https://openlibrary.org/works/OL9072991W	Macht und Recht. Große Prozesse in der Geschichte	Alexander. Demandt	0	1996.0
550	22568084	Kai: A Mission for Her Village	Dawn C. Thomas aka Kai: A Mission for Her Village, Africa, 1440	https://openlibrary.org/works/OL3264333W	Kai	Dawn C. Thomas	2	1996.0
551	22568541	Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal	Conor Grennan read in Italian: Sette fiori di senape	https://openlibrary.org/works/OL15662518W	Little Princes	Conor Grennan	12	2010.0
552	22568692	Possession		https://openlibrary.org/works/OL166971W	Бѣсы	Фёдор Михайлович Достоевский	160	1871.0
553	22571289	Radix		https://openlibrary.org/works/OL15425204W	The radix	Brett King	0	2010.0
554	22574921	Pieces of Me		https://openlibrary.org/works/OL36817706W	Pieces of Me	Antina Miles	0	2022.0
555	22586363	West with the Night		https://openlibrary.org/works/OL3471099W	West with the night	Beryl Markham	68	1942.0
556	22586975	The Wooden Horse	Eric Williams	https://openlibrary.org/works/OL10537324W	The Wooden Horse	Eric Williams	5	1949.0
557	22591837	The Illustrated History of Crime Comics 		https://openlibrary.org/works/OL262454W	The Hound of the Baskervilles	Arthur Conan Doyle	619	1900.0
558	22604556	Black Chalk		https://openlibrary.org/works/OL19977827W	Black chalk	Christopher J. Yates	22	2013.0
559	22607185	A Week in October: A Novel 		https://openlibrary.org/works/OL26807770W	Week in October	Elizabeth Subercaseaux; Marina Harss	0	2021.0
560	22609633	The Real Lolita: The Kidnapping of Sally Horner and the Novel That Scandalized the World	Sarah Weinman	https://openlibrary.org/works/OL19753518W	The real Lolita	Sarah Weinman	18	2018.0
561	22610849	No Biking in the House Without a Helmet	Melissa Fay Greene	https://openlibrary.org/works/OL16082769W	No biking in the house without a helmet	Melissa Fay Greene	2	2011.0
563	22630921	Yesterday's Love		https://openlibrary.org/works/OL1961431W	Yesterday'S Love	Sherryl Woods	0	1986.0
564	22632481	 The Perfect lover by		https://openlibrary.org/works/OL8193497W	A Christmas Carol	Charles Dickens	816	1843.0
565	22637748	Because of Miss Bridgerton		https://openlibrary.org/works/OL20021821W	Because of Miss Bridgerton	Julia Quinn	157	2016.0
566	22647913	The Sexual Practices of Quodoushka: Teachings from the Nagual Tradition	Amara Charles	https://openlibrary.org/works/OL16190716W	The sexual practices of Quodoushka	Amara Charles	28	2011.0
567	22652200	I Have People		https://openlibrary.org/works/OL69942W	The Constitution of the United States and related documents	United States	125	1787.0
568	22652203	 Absolutely True Lies: A Novel		https://openlibrary.org/works/OL20003041W	Absolutely true lies	Rachel Stuhler	0	2015.0
569	22655743	Isle of dreams		https://openlibrary.org/works/OL5187737W	The isle of dream	Sharp, William	0	1905.0
571	22662197	Farm Journal's Complete Pie Cookbook		https://openlibrary.org/works/OL35284784W	Farm Journal's Complete Pie Cookbook	Farm Journal	3	1965.0
572	22664733	Great Plains	Ian Frazier	https://openlibrary.org/works/OL2661122W	Great Plains	Ian Frazier	7	1989.0
573	22664943	The Last Panther - Slaughter of the Reich - The Halbe Kessel 1945	Wolfgang Faust aka The Last Panther	https://openlibrary.org/works/OL26537446W	The Last Panther - Slaughter of the Reich - The Halbe Kessel 1945	Wolfgang Faust; Sprech Media	0	2016.0
574	22666487	The Siren		https://openlibrary.org/works/OL14991775W	The Siren	Kiera Cass	143	2009.0
576	22667958	30 Minute Kids' Cakes : Decorate Kids' Cakes in 30 Minutes or Less	Sara Lewis aka 30 Min Kids Cakes	https://openlibrary.org/works/OL31876061W	30-Minute Kids' Cakes		0	2003.0
577	22668053	The Stations of Solitude	Alice Koller	https://openlibrary.org/works/OL4089177W	The stations of solitude	Alice Koller	1	1990.0
578	22677010	Intensity		https://openlibrary.org/works/OL263301W	Intensity	Dean Koontz	249	1985.0
579	22677216	One Two Three		https://openlibrary.org/works/OL258550W	One, Two, Three and Away	Sheila K. McCullagh	1	1964.0
580	22679446	The Driver		https://openlibrary.org/works/OL26419W	The driver's seat	Muriel Spark	54	1970.0
581	22687168	Taken by the Pack		https://openlibrary.org/works/OL39758620W	Taken by the Pack	Lacy Dae	0	2012.0
582	22693225	Cave of Bones: A True Story of Discovery, Adventure, and Human Origins	Lee R. Berger and John Hawks	https://openlibrary.org/works/OL35720432W	Cave of Bones	Lee Berger; John Hawks	0	2023.0
583	22693604	The Juggler's Children: A Journey into Family, Legend and the Genes that Bind Us	Carolyn Abraham solved by OP	https://openlibrary.org/works/OL36956685W	Juggler's Children	Carolyn Abraham	0	2014.0
584	22699801	Cuba: Twenty-Five Years of Revolution, 1959-1984	Sandor Halebsky (Editor), John M. Kirk (Editor)	https://openlibrary.org/works/OL18819794W	Cuba--Twenty-Five Years of Revolution, 1959-1984	Sandor Halebsky; John M. Kirk	0	1985.0
585	22704994	How To Write With Flair		https://openlibrary.org/works/OL31651795W	How to Write with Flair	Heather Holleman Ph.D.	1	2011.0
586	22705224	Replay		https://openlibrary.org/works/OL2252098W	Replay	Ken Grimwood	163	1986.0
588	22712976	The Golden Venture	Jane Flory	https://openlibrary.org/works/OL5906865W	The golden venture	Jane Flory	3	1976.0
589	22714358	The House on Biscayne Bay		https://openlibrary.org/works/OL11498142W	Survey of Biscayne Bay, Florida. Letter from the Secretary of War, transmitting, with a letter from the Chief of Engineers, report of survey of Biscayne Bay, Florida	United States. Congress. House. Committee on Rivers and Harbors	0	1897.0
590	22714451	365 Days of Loving You		https://openlibrary.org/works/OL17732W	Bible	Bible	1999	1200.0
591	22718505	Knights Ransom 		https://openlibrary.org/works/OL7353704W	Knight's ransom	Susan Elizabeth (Fulton) Welty	0	1951.0
593	22719650	In This House of Brede 		https://openlibrary.org/works/OL1825437W	In this house of Brede	Rumer Godden	33	1969.0
594	22720138	The Truth about Love		https://openlibrary.org/works/OL895238W	The Truth About Love	Stephanie Laurens	36	2005.0
595	22734483	The Deepest Cut		https://openlibrary.org/works/OL9225255W	The Deepest Cut	Dianne Emley	0	2009.0
596	22737902	Brutal Play		https://openlibrary.org/works/OL31132026W	Brutal Play	Alison Rhymes	1	2022.0
597	22741361	The Upside-Down Frown and Splashes of Joy: A Book About Joy	Barbara Johnson	https://openlibrary.org/works/OL537320W	The upside-down frown and splashes of joy	Barbara Johnson	0	1998.0
598	22744464	The Third Day, The Frost	John Marsden	https://openlibrary.org/works/OL526414W	The third day, the frost	John Marsden	3	1996.0
600	22746395	The Maker of Universes		https://openlibrary.org/works/OL8266441W	The maker of universes	Philip José Farmer	9	1965.0
601	22746505	Captive Dreams 		https://openlibrary.org/works/OL36958006W	Captive dreams	Răzvan Voiculescu	0	1999.0
602	22748862	The Unwanted Marriage		https://openlibrary.org/works/OL42349051W	The unwanted marriage 		1	2023.0
603	22756632	I, Weapon 		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
604	22768847	Newton's Riddle: The Psalm 83 Conspiracy Revealed		https://openlibrary.org/works/OL17459160W	Newtons Riddle The Psalm 83 Conspiracy Revealed	Neill G. Russell	0	2008.0
605	22770091	The Scorpion Rules	Erin Bow	https://openlibrary.org/works/OL17631018W	The Scorpion Rules	Erin Bow	3	2015.0
607	22776769	Suite On The Boss		https://openlibrary.org/works/OL33455516W	Suite on the Boss	Olivia Hayle	0	2022.0
608	22779413	Heidi's Alp: One Family's Search for Storybook Europe	Christina Hardyment	https://openlibrary.org/works/OL2560386W	Heidi's Alp	Christina Hardyment	0	1988.0
609	22782482	The Extraordinary Secrets of April, May & June	Robin Benway	https://openlibrary.org/works/OL15270935W	The Extraordinary Secrets of April, May, and June	Robin Benway	1	2010.0
610	22786535	The Hand That Feeds You: A Novel		https://openlibrary.org/works/OL27451946W	Hand That Feeds You	A. J. Rich	1	2015.0
611	22788395	Headhunter		https://openlibrary.org/works/OL2789460W	Headhunter	Slade, Michael.	12	1984.0
613	22790212	The Truth and Lies of Ella Black	Emily Barr aka The Truth and Lies of Ella Black: 40 days until she dies	https://openlibrary.org/works/OL20162723W	The Truth and Lies of Ella Black	Emily Barr	2	2018.0
614	22791038	The Empty Mirror	James Lincoln Collier	https://openlibrary.org/works/OL15160063W	The empty mirror	James Lincoln Collier	4	2004.0
615	22791589	Divine Might: Goddesses in Greek Myth	Natalie Haynes	https://openlibrary.org/works/OL35709910W	Divine Might	Natalie Haynes	2	2023.0
617	22795070	Nikki Tesla and the Ferret-Proof Death Ray	Jess Keating	https://openlibrary.org/works/OL20109346W	Nikki Tesla and the Ferret-Proof Death Ray	Jess Keating; Lissy Marlin	2	2019.0
618	22795631	The Rule of Three	Eric Walters	https://openlibrary.org/works/OL18027954W	The rule of thre3	Eric Walters	91	2014.0
619	22798526	Strangers	Rosie Thomas				0	
620	22799016	Vengeance		https://openlibrary.org/works/OL2521179W	Lives	Plutarch	159	1564.0
621	22800924	Shackle and Sword		https://openlibrary.org/works/OL6021447W	Shackle & sword	Alanna Morland	0	1999.0
622	22802717	The Ultimate Betrayal 		https://openlibrary.org/works/OL4233169W	The Ultimate Betrayal	Michelle Reid	141	1995.0
623	22805404	MacLaren's Bride		https://openlibrary.org/works/OL5684377W	MacLaren's Bride	Debra Dier	15	1997.0
624	22806675	The Sluts		https://openlibrary.org/works/OL476390W	The Sluts	Dennis Cooper	160	2005.0
625	22807715	Trojan		https://openlibrary.org/works/OL61981W	Ἰλιάς	Όμηρος	843	1505.0
626	22808525	Shadow and Ice		https://openlibrary.org/works/OL19636088W	Shadow and Ice	Gena Showalter	2	2018.0
627	22810747	Running Game		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
628	22810839	Timeless Trials 		https://openlibrary.org/works/OL37767864W	The Timeless Trials	A. C. Guess; Kate Seger; The Book Brander	1	2024.0
629	22812040	Sasharia En Garde		https://openlibrary.org/works/OL19543974W	Sasharia En Garde	Sherwood Smith	1	2018.0
630	22812452	Private Equity 		https://openlibrary.org/works/OL31011733W	How to Win Your Foreclosure Even If You Are Broke	Private Equity	0	2019.0
631	22812745	For All Their Lives		https://openlibrary.org/works/OL14858092W	For All Their Lives	Fern Michaels	5	1991.0
632	22813190	Lisa MacCrimmon mysteries		https://openlibrary.org/works/OL8488882W	Kilt Dead (Lisa Maccrimmon Mystery)	Kaitlyn Dunnett	2	2007.0
